school;region;klados ;deksiothta;importance;Επάρκεια;Αναντισττοιχία
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Ενημέρωση και επικοινωνία;Εποπτεία του ελέγχου ποιότητας αποθεμάτων;8,2;6,75;1,45
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Ενημέρωση και επικοινωνία;Έκδοση τιμολογίων πώλησης;7,8;5,75;2,05
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Ενημέρωση και επικοινωνία;Χειρισμός αλληλογραφίας;7,2;6,5;0,7
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Ενημέρωση και επικοινωνία;Καταχώριση εγγράφων;7,2;6,25;0,95
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Ενημέρωση και επικοινωνία;Διασφάλιση ορθής διαχείρισης εγγράφων;7,2;6,25;0,95
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Ενημέρωση και επικοινωνία;Ψηφιοποίηση εγγράφων;7;6,5;0,5
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Ενημέρωση και επικοινωνία;Χειρισμός συστημάτων καταγραφής προϊόντων αποθήκης;7;6,33;0,67
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Ενημέρωση και επικοινωνία;Παρακολούθηση ύψους αποθεμάτων;7;5,75;1,25
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Ενημέρωση και επικοινωνία;Παραγγελίες προμηθειών;7;6,25;0,75
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Ενημέρωση και επικοινωνία;Διαχείριση καταλόγου απογραφής αποθήκης;7;5,67;1,33
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Ενημέρωση και επικοινωνία;Έλεγχος δαπανών;7;5,5;1,5
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Ενημέρωση και επικοινωνία;Οργάνωση επιχειρηματικών εγγράφων;6,8;6;0,8
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Ενημέρωση και επικοινωνία;Συντήρηση συστημάτων ελέγχου αποθεμάτων;6,25;5,33;0,92
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Κατοχή ψηφιακών δεξιοτήτων;9,7;6,7;3
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Σύνταξη εταιρικών μηνυμάτων ηλεκτρονικού ταχυδρομείου;9,55;8,1;1,45
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Χρήση διαφορετικών διαύλων επικοινωνίας;9,45;7,18;2,27
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Χρήση λογισμικού για τη διατήρηση δεδομένων;9,4;6,8;2,6
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Χρήση συστημάτων γραφείου;9,36;7,36;2
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Επικοινωνία με πελάτες;9,36;7,27;2,09
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Χειρισμός αλληλογραφίας;9;7,18;1,82
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Οργάνωση επιχειρηματικών εγγράφων;9;7;2
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Ψηφιοποίηση εγγράφων;8,82;7;1,82
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Εντοπισμός αναγκών πελάτη;8,8;6,5;2,3
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Διασφάλιση ορθής διαχείρισης εγγράφων;8,8;7,1;1,7
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Καταχώριση εγγράφων;8,73;6,82;1,91
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Διαχείριση παραπόνων πελατών;8,7;7,4;1,3
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Παρακολούθηση ύψους αποθεμάτων;8,2;5,6;2,6
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Έλεγχος δαπανών;7,86;5,86;2
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Εποπτεία του ελέγχου ποιότητας αποθεμάτων;7;5;2
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Διαχείριση καταλόγου απογραφής αποθήκης;7;4,6;2,4
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Έκδοση τιμολογίων πώλησης;7;6,75;0,25
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Χειρισμός συστημάτων καταγραφής προϊόντων αποθήκης;6,25;3,75;2,5
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Παραγγελίες προμηθειών;6;7;-1
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Συντήρηση συστημάτων ελέγχου αποθεμάτων;5,5;4;1,5
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Κατασκευές;Χρήση διαφορετικών διαύλων επικοινωνίας;9,13;7,5;1,63
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Κατασκευές;Διασφάλιση ορθής διαχείρισης εγγράφων;8,88;7,13;1,75
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Κατασκευές;Εντοπισμός αναγκών πελάτη;8,57;6,57;2
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Κατασκευές;Διαχείριση παραπόνων πελατών;8,38;6,63;1,75
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Κατασκευές;Κατοχή ψηφιακών δεξιοτήτων;8,25;7,25;1
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Κατασκευές;Εποπτεία του ελέγχου ποιότητας αποθεμάτων;8,14;7;1,14
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Κατασκευές;Επικοινωνία με πελάτες;8,11;6,67;1,44
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Κατασκευές;Χειρισμός συστημάτων καταγραφής προϊόντων αποθήκης;8;7,2;0,8
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Κατασκευές;Παρακολούθηση ύψους αποθεμάτων;8;6;2
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Κατασκευές;Παραγγελίες προμηθειών;7,86;6,43;1,43
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Κατασκευές;Έκδοση τιμολογίων πώλησης;7,75;6;1,75
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Κατασκευές;Διαχείριση καταλόγου απογραφής αποθήκης;7,67;6;1,67
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Κατασκευές;Ψηφιοποίηση εγγράφων;7,33;6,78;0,55
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Κατασκευές;Οργάνωση επιχειρηματικών εγγράφων;7,33;6,33;1
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Κατασκευές;Χειρισμός αλληλογραφίας;7,29;5,86;1,43
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Κατασκευές;Καταχώριση εγγράφων;7,22;5,78;1,44
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Κατασκευές;Σύνταξη εταιρικών μηνυμάτων ηλεκτρονικού ταχυδρομείου;7;5,88;1,12
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Κατασκευές;Χρήση συστημάτων γραφείου;6,88;6;0,88
ΓΕΛ;Ανατολική Μακεδονία και Θράκη;Κατασκευές;Έλεγχος δαπανών;6,86;5,29;1,57
